Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_abbr,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,img_id,image_id,trade_price,real_cost,cellar_price,enoteca_price,mark-up,margin_%,Source,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,4063,2009,,Bouchard Père & Fils Nuits-Saint-Georges,宝尚父子圣乔治之夜红葡萄酒,750,,Pinot Noir,,,88,,,"Intense aromas of berry fruit and spice. Rich, tannic and well structured, this wine develops additional roundness after several years in bottle. Good ageing potential.
香气浓郁充满浆果味和辛辣味。酒体饱满，单宁结实，结构感强，是一款需要多年瓶储，假以时日能有更多惊喜的酒，陈化潜力优秀

",,Bouchard_NSG.png,¥	550.00,¥	468.00,¥	561.60,"¥	1,170.00",150%,60%,SMG,
ON,by_btl,Red,Australia,South Australia,Fleurieu,McLaren Vale,4227,2008,,d'Arenberg Dead Arm Shiraz,黛伦堡枯藤西拉红葡萄酒,750,14.50%,Shiraz,,,,,,"The heady aroma is both powerful and pretty with notes of fennel, purple flowers and blossom mingling with ripe, varietal purple fruits and black pepper.The palate opens with anise, black pepper, graphite and restrained dark cherries before it gives way to seductive mulberry, plum, licorice and spice. It has great power, depth and length with very vibrant, gritty fruit tannins providing immense structure. Notes of anise and spice linger for a long time after the last sip.",,the_Dead_Arm_d'Arenberg_McLarenVale.png,¥	662.00,¥	468.00,¥	561.60,"¥	1,170.00",150%,60%,KER,
ON,by_btl,White,Chile,Central Valley,Colchagua Valley,,2122,2011,,Lafite Los Vascos Chardonnay,巴斯克夏多内白葡萄酒                              ,750,,Chardonnay/100% ,,,,,,"
Bright yellow robe with slight golden sparks. The nose boasts a true explosion of melon, banana,
grapefruit and more exotic fruit with hazelnut notes. The mouth is savory, fresh, and pleasing, with a
nice fruity character, good volume and a long finish.
A Chardonnay to drink while still young, as an aperitif or to pair with oysters, white meats, fish or
cheese. Best served cold between 10º and 12ºC. 
明亮的黄色酒体带着些许金黄色的气泡。闻上去有明显的西瓜，香蕉和柚子以及榛子的味道。果味十足，口感上佳，清新，愉悦。回味持久。
莎当尼适合在其年轻的时候饮用，作为一款开胃酒，搭配牡蛎，白肉，鱼肉或者奶酪。
最佳冷藏温度为10到12度。
",,los_vascos_chardonnay_2011.png,¥	95.00,¥	95.00,¥	114.00,¥	310.00,226%,69%,ASC,
ON,by_btl,Red,Germany,Rheingau,,,4185,2006,,"Kunstler Hochheimer Reichestal""RR""Pinot Noir Dry",孔斯特艺术家酒庄黑皮诺红葡萄酒,750,,,,,,,,,,,,¥	475.00,¥	570.00,"¥	1,180.00",148%,60%,GFW,
ON,by_btl,Red,France,Bordeaux,Médoc,GCC Second Label,4016,2010,,Moulin de Duhart,杜哈磨坊波亚克法定产区红葡萄酒                              ,750,,"Merlot/54%
Cabernet Sauvignon/46% ",,,,,,"Beautiful garnet-red colour.
On the palate the wine is supple, round and flavour some with a good structure that will enable it to
fully open out in 5 years time.
酒体呈美丽的紫红色。
口感柔和圆润，结构出色，陈放5年以上味道会完全打开。
",,Moulin_de_Duhart_2006.png,¥	489.00,¥	489.00,¥	586.80,"¥	1,230.00",152%,60%,ASC,
ON,by_btl,Red,Italy,Tuscana,Montachino,,4146,2006,,Il Poggione Vigna Paganelli Brunello di Montalcino Riserva,帕吉奧尼酒莊帕加里尼單一園珍藏級布魯內洛-蒙塔奇諾紅葡萄酒,750,,,,,,,,,,,,¥	490.00,¥	588.00,"¥	1,880.00",284%,74%,SM,
ON,by_btl,Red,France,Rhône,Condrieu,,2036,2010,,E. Guigal Condrieu AOC,吉佳乐世家孔德里欧法定产区干白葡萄酒                              ,750,, Viognier/100%,,,,,,"Brilliant clear golden yellow. Intensely flowery (violets), and fruity (apricot, peaches and citrus). Fresh and round. Rich, unctuous and full bodied. Harmonious with light acidity and round fleshy fruits. Delicate and elegant.
 酒体晶莹呈金黄色。散发着杏、桃子和柑橘的芬芳和花香，清新圆润而酒体醇厚，微酸和水果的圆润口感交织融合。精致而优雅的一款白葡萄酒.",,E_Guigal_Condrieu.png,¥	634.00,¥	495.00,¥	594.00,"¥	1,240.00",151%,60%,ASC,
ON,by_btl,Red,China,Ning Xia,,,4309,2009,,Helan Qingxue Jia Bei Lan Grand Reserve,贺兰晴雪 加贝兰特别珍藏级干红葡萄酒,750,14.00%,"Cabernet Sauvignon/80% 
Merlot/15%
Cabernet Gernischt /5%",,,,,,"暗紫红色，清澈；香气浓郁，具有清晰的烟熏、橡木以及黑色浆果、果酱香气，间或薄荷、清凉气息；口感饱满、厚实，单宁感重，中等偏重酒体，结构平衡，回味较长。Dark purple, clear; rich on nose, remarkable smoky, okay and dark berry, jam aromas, hints of mints and fresh herbs; round and rich in mouth, rich and matured tannins, medium plus body, well balanced structure with quite long aftertaste.",,,¥	665.00,¥	499.00,¥	598.80,"¥	1,250.00",151%,60%,TWR,
ON,by_btl,Red,Italy,Piedmont,Barbaresco,,4125,1980,,Ceretto Barbaresco Bricco Asili,克雷托酒庄阿斯里图芭芭罗斯红葡萄酒,750,,,5,,,,,,,,,¥	500.00,¥	600.00,"¥	1,740.00",248%,71%,SM,
ON,by_btl,Red,Italy,Tuscana,Montachino,,4142,2005,,Canalicchio di Sopra Brunello di Montalcino,凯来丽可-布内罗红葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	1,250.00",150%,60%,SND,
ON,by_btl,Red,France,Bordeaux,Médoc,,4337,1988,,"Château Talbot, St. Julien",大寶莊園,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	2,880.00",476%,83%,SM,
ON,by_btl,Red,Italy,Veneto,Valpolicella,Amarone della Valpolicella,4356,2006,,"Tommaso Bussola TB Vigneto Alto, Amarone della Valpolicella Classico DOCG",托馬索-布索拉酒莊阿托園阿馬羅內紅葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	1,580.00",216%,68%,SM,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4362,2007,,Two Hands Wines Bella's Garden Shiraz,雙掌酒莊貝拉園設拉子紅葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	1,500.00",200%,67%,SM,
ON,by_btl,Red,Australia,South Australia,Fleurieu,McLaren Vale,4369,2007,,Two Hands Wines Lilys Garden Shiraz,雙掌酒莊莉莉園設拉子紅葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	1,500.00",200%,67%,SM,
ON,by_btl,Red,Australia,Victoria,Heathcote,,4370,2007,,Two Hands Wines Max's Garden Heathcote Shiraz,雙掌酒莊麥柯斯園希思科特區設拉子紅葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	1,500.00",200%,67%,SM,
ON,by_btl,Red,France,Bordeaux,Médoc,,4336-1,1995,,"Château Carlon-Segur, St. Éstephe",凱隆世家紅葡萄酒,750,,,,,,,,,,,,¥	500.00,¥	600.00,"¥	3,180.00",536%,84%,SM,
ON,by_btl,Red,New Zealand,South Island,Central Otago,,4249,2009,,Felton Road Pinot Noir Bannockburn,飞腾黑皮诺红葡萄酒,750,,Pinot Noir,,,92,17.5,,"Deep garnet with purple tints;
Red fruit, violets, spice and bramble
creamy;
weighty mid-palate, very flowing, juicy sweetness finish with hints of espresso and chocolate. 
深石榴红色；
红色莓果香混合丝丝香料辛香；
中度酒体搭配甜美质地，顺滑多汁，余味中巧克力和咖啡风味缭绕",,Felton_Road_Pinot_Noir_2006.png,¥	590.00,¥	502.00,¥	602.40,"¥	1,260.00",151%,60%,SMG,
ON,by_btl,Red,Italy,Tuscana,Montachino,Brunello di Montachino,4143,2007,,Casanova di Neri Brunello di Montalcino,卡萨诺瓦布鲁那洛红,750,14.50%,Sangiovese/100%,,,,,,"Our Brunello di Montalcino is aged in Slavonian oak barrels for about 30 months and in the bottle for a year. It was born in our historic vineyards originally from 1873. Its constant high quality is further enhanced by its elegance and finesse.
在斯洛文尼亚橡木桶中陈酿约30个月，然后瓶储一年。它诞生的葡萄园早在1873年就开始收获了。优雅细腻的风格更彰显了其始终如一的优良品质。",,,¥	719.00,¥	503.00,¥	603.60,"¥	1,010.00",101%,50%,Torres,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Gevrey-Chambertin,4049,2008,,Louis Jadot Gevrey-Chamertin,路易亚都世家热弗雷香贝坦法定产区干红葡萄酒                              ,750,,Pinot Noir/100% ,,,,,,"Jadot Chevrey-Chambertin shows the qualities characteristic of the commune: deep color, with a multi faceted berry and red fruit bouquet, a full, tannic structure and mellow texture carry into a lasting finish.
This powerful and perfumed wine requires elaborate and strong tasting food: leg of mutton, boeuf bourguignon, strong cheeses...
这支路易热弗雷香贝坦融合了多种特色：深色色泽，混合浆果及红果的多层次酒香，酒体含有丰富的单宁，以及延续至余味的醇美口感。
这款强劲有力且香味十足的酒适合搭配精细且口味重的食物：譬如羊腿，红酒炖牛肉及重乳酪。",,Louis_jadot_gevrey_chambertin_2006.png,¥	650.00,¥	507.00,¥	608.40,"¥	1,270.00",150%,60%,ASC,
ON,by_btl,Sparkling,France,Champagne,,,1001,NV,,Champagne Louis Roederer Brut Premium,路易王妃香槟,750,12.00%,"Pinot Noir/40%
Chardonnay/40% 
Pinot Meunier/20%",,,91,16,,"路易王妃香槟NV融合了来自40个葡萄园中6个不同的年份的黑比诺,莎当妮,皮诺莫尼耶葡萄。储於橡木桶36个月，是上乘的香槟。色泽呈淡金色，果香优雅怡人，酒质丰满，有结构感，复杂多变化。
Brut Premier embodies the Louis Roederer house style, gracefully blending the old and new. Made from reserve wines, it allies the freshness of youth the roundness and vinosity of mature wine. This is structured, expansive Champagne with a smooth attack and a modern, powerful style with no loss of finesse.",,Louis_Roederer_brut_nv.png,,¥	510.00,¥	612.00,¥	980.00,92%,48%,LKS,
ON,by_btl,Red,Italy,Piedmont,Barbaresco,,4124,1990,,Angelo Gaja Nebbiolo,嘉雅酒庄内比欧罗红葡萄酒,750,,,5,95,,,,,,,,¥	519.00,¥	622.80,"¥	1,800.00",247%,71%,SM,
ON,by_btl,Red,Italy,Tuscana,Montachino,Brunello di Montachino,4145,2007,,Antinori Pian delle Vigne Brunello di Montalcino DOCG,平安园-布鲁耐罗干红葡萄酒DOCG,750,14.00%,Sangiovese/100%,,,91,16,,"葡萄酒打后呈深石色，有几分石榴色。香味郁、复，含有辛辣味、色水果的香味以及些的草和可可的味道。入口后，酒体、醇厚、均衡，余味悠、持久。
The wine is a very intense ruby red with garnet highlights. The aromas are ample and complex with notes of red fruit, spices and touches of tobacco and chocolate. It is full and ample on the palate, balanced and with a long, sustained finish.",,Pian_delle_vigne_antinori_brunello_di_montalcino.png,¥	580.00,¥	522.00,¥	626.40,"¥	1,260.00",141%,59%,LKS,
ON,by_btl,Red,US,California,Napa Valley,,4264,2008,,Cakebread Cellars Napa Valley Merlot,卡布瑞酒窖纳柏谷梅洛红葡萄酒                              ,750,,Merlot /100%,,,,,,"Bright, sweet black cherry and plum compote aromas, complemented by tea-leaf spice and oak vanillin scents, introduce our lovely 2008 Napa Valley Merlot, which follows through on the smooth, round palate with succulent, mouthfilling, ripe cherry and plum flavors.  Displaying a deep, expansive mid-palate, fine underlying structure and a lingering, zesty finish enlivened by black tea spice tones, this mellifluous Merlot is delicious for current drinking, but will develop further complexity with another 2-3 years of bottle age.
 我们的梅洛富含鲜美黑樱桃、黑梅与黑莓风味，略带粗犷、辛辣、可可与甜橡木的特色。口感完整醇润，其鲜明酸味与圆润柔和的丹宁酸调和出香醇浓郁的黑樱桃与梅李口味，尾韵持久优雅，散发出矿物与红茶的香气。这款经典的纳柏谷梅洛初酿成即十分美味，以瓶装保存2-3年后更能呈现如花朵绽放般的惊人口感。",,cakebread_cellars_napa_merlot_2008.png,¥	669.00,¥	522.00,¥	626.40,"¥	1,260.00",141%,59%,ASC,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Fixin Premier Cru,4047,2009,,Domaine Méo-Camuzet Fixin 1er Cru Clos du Chapitre,凯慕思庄园菲尚-卓彼特一级葡萄园红葡萄酒,750,13%,Pinot Noir,,,,,88-91,"Reduction hides the nose though there is good energy to the lightly mineral-inflected middle weight flavors that possess a rich but detailed, balanced, focused and linear finish. A delicious effort that needs to develop more overall depth to reach the top end of my estimated range",,,¥	547.00,¥	530.00,¥	636.00,"¥	1,280.00",142%,59%,KER,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4210,2008,,Jacob’s Creek Century Hill Shiraz Barossa Valley,杰卡斯百岁山西拉干红,750,,Shiraz/100%,,,,,,"并伴有微妙的巧克力、雪茄盒和黑胡椒的香气，使酒香颇具层次感。 
口味:
这款美酒口味柔软，酒体饱满，展示了深色浆果之美味，中度口味，口感多汁。黑胡椒、干香草和辛辣味随时间在酒瓶里愈加升华。迷人的水果质感，衬以优质单宁和整合良好的炭烤摩卡橡木味，更加相得益彰。这是一款结构优质、均衡、真正具有复合口感的美酒，回味香甜持久。
 Colour:
Intense ruby red, violet hues.
Bouquet:
Subtle notes of chocolate, cigar box, and black pepper are layered with
concentrated plum, black cherry and fruit cake.
Palate:
Soft and full-bodied, the wine shows rich dark fruit and berry flavours that
contribute to a juicy mid-palate. Black pepper, dried herb and spice
flavours evolve with time in the glass. The luscious fruit textures are
supported by fine tannins and well integrated charry mocha oak
characters. A well structured, balanced and truly complex wine with a
persistent sweet berry finish.
",,,¥	670.00,¥	535.80,¥	642.96,"¥	1,290.00",141%,58%,PRC,
ON,by_btl,Sparkling Rosé,France,Champagne,,,1022,NV,,Veuve Clicquot Rosé,凯歌皇牌粉红香槟,750,,,,,,,,,,,¥	540.00,¥	540.00,¥	648.00,"¥	1,180.00",119%,54%,MHD,
ON,by_btl,Sweet Wine,Canada,Ontario,Niagara Peninsula,,5008,2008,,Inniskillin Gold Oak-Aged Vidal Icewine (375mL),云岭冰酒（冰葡萄酒）                              ,375,,Vidal/100% ,,,94,,,"Flamboyant aromas of dried pineapple combine with fresh apricots and honey in this rich, unctuous wine that's incredibly sweet yet not cloying, thanks to vibrant acidity.
 此酒香气馥郁，蕴含菠萝干与清新的杏子、蜂蜜芬芳。酒体丰腴而醇郁。口味十分甜润，与精致的果酸交相辉映，恰倒好处。

",,Inniskillin_vidal_oak_aged_icewine_nv.png,¥	704.00,¥	549.00,¥	658.80,"¥	1,320.00",140%,58%,ASC,
ON,by_btl,White,Chile,Central Valley,Maipo,,2123,2012,,Santa Rita Gran Hacienda Sauvignon Blanc,桑塔丽塔古园白苏维翁白葡萄酒                              ,750,,Sauvignon Blanc/100%,,,,,,"Crisp and refreshing. Its fruity aroma of citrus blossoms and peaches is well balanced by delicate herbaceous undertones. Fruity and floral characteristics enhanced by a pleasant acidity intensify the wine’s freshness and smooth lingering on the palate.  
 清新，凉爽。精致的草本植物使该酒富含柑橘花和桃子的果香充满平衡。恰到好处的酸度使得该酒的果味和花香个性飘香四溢，加深了该酒的清新和顺滑， 回味较长。
",,santa_rita_gran_haciendia_sauvignon_blanc_2008.png,¥	64.00,¥	44.00,¥	52.80,¥	198.00,350%,78%,ASC,
ON,by_btl,Red,Italy,Piedmont,Barolo,,4111,2000,,Paolo Scavino Barolo Carobric,保罗斯卡维诺酒庄卡洛布列图巴罗洛红葡萄酒,750,,,5,94,,,,,,,,¥	550.00,¥	660.00,"¥	2,600.00",373%,79%,SM,
ON,by_btl,Red,France,Bordeaux,Médoc,,4336-2,2000,,"Château Carlon-Segur, St. Éstephe",凱隆世家紅葡萄酒,750,,,,,,,,,,,,¥	550.00,¥	660.00,"¥	2,880.00",424%,81%,SM,
ON,by_btl,Red,France,Rhône,Côte Rôtie,,4075,2004,,E. Guigal Côte-Rôtie Brune et Blonde AOC,吉佳乐世家金与灰葡萄园露迪山麓法定产区干红葡萄酒                              ,750,,"Syrah/96% 
Viognier/4% 
",4.5,89,89,,,"Ruby red with red vermillion tints. Small red fruits, blackberry and floral violet aromas. Intensely aromatic, powerful but full of finesse. Supple with balance between the finesse of the aromas and an explosive richness due to the concentration of the wine. Greatly expressive of the terroir.
A feminine wine with voluptuous silky texture and intense aromas.
深邃的暗宝石红色泽，此酒具有红色水果，黑莓和水果紫罗兰香气。虽然香味浓郁，但却十分精细。这款久负盛名的露迪山麓干红酒体极为浓郁，香气与丰饶的口感平衡性极佳。堪称当地风土的最佳代表。
总体上说，是一款娇柔但香气浓郁，质感柔滑而令人陶醉的葡萄酒。


",,E_guial_Cote_Rotie_Brune_et_Blonde.png,¥	721.00,¥	562.00,¥	674.40,"¥	1,350.00",140%,58%,ASC,
ON,by_btl,White,Chile,Central Valley,,,2124,2012,,Concha y Toro “Sendero” Chardonnay,天路夏多内白葡萄酒,750,,Chardonnay,,,,,,"Bright yellow;
Aromas of pineapple and papaya, notes of apple, butter and wood, ntense tropical fruit flavors;
Medium bodied, refreshing, soft, and balanced
浅黄色；
富含木瓜、苹果和柠檬的果香，也有黄油和木材的气息；
清新、柔和、平衡，略带甜味
",,Concha_Y_Toro_Sendero_Chardonnay.png,¥	59.00,¥	50.00,¥	60.00,¥	220.00,340%,77%,SMG,
ON,by_btl,White,Chile,Central Valley,Maipo,,2125,2011,,Santa Rita Medalla Real Chardonnay,桑塔丽塔真实勋章莎当妮干白葡萄酒                              ,750,,Chardonnay/100% ,,,,,,"Attractive greenish-yellow colored wine. Lively, brilliant, with good varietal intensity. Tropical fruits tones, with fine wood, vanilla and dry fruits.  On the palate it is creamy, with elegant complexity. Ideal for long ageing.
White meats, fish and raw or cooked shellfish. Pastas with sea food. 黄绿色酒体淡雅迷人。酒质活跃而出众，带有葡萄品种典型的醇郁特质。热带果香与精致的木香、香草及干果的芬芳交织融合。有着乳脂般的质感，酒体优雅而复杂，适于久藏。
搭配白肉、鱼肉、生鲜或烹熟的贝类及海鲜意面味道鲜美无比。
",,santa_rita_medalla_real_chardonnay_2008.png,¥	133.00,¥	104.00,¥	124.80,¥	330.00,217%,68%,ASC,
ON,by_btl,White,Chile,Central Valley,Rapel Valley,,2126,2012,,Casa Lapostolle Sauvignon Blanc,拉博丝特卡莎苏维浓白葡萄酒,750,,"Sauvignon Blanc
Semillon",,,,,,"Casa Cabernet Sauvignon
Pretty bright red with ruby violet hints. Red fruit and cassis well balanced with an elegant touch of oak.   Middle body and good tannic structure create a wine that is perfect to be enjoyed today or cellared for several years.
拉博丝特卡莎卡本内苏维浓红葡萄酒 
漂亮鲜艳的红色带有红宝石般的光泽；丝丝橡木的芳香与红色浆果和黑醋栗的果香完美的融合在一起；酒体适中，出色的单宁结构造就了一款既可马上饮用或者窖藏数年再开启分享的美酒。",,Casa_Lapostolle_SB.png,¥	85.00,¥	76.00,¥	91.20,¥	270.00,255%,72%,MHD,
ON,by_btl,Red,Spain,Castilla y Leon,Ribera del Duero,,4167,2009,,Alión ,阿里安,750,,,,94,,,,"此酒用纯棠兰尼罗葡萄酿制，经新法国木桶陈酿。它成熟、圆润，带有怡人的橡木味和活泼的浆果气息。酒体精致典雅。适于搭配烤红肉、北京烤鸭或川菜。       The wine is pure Tinto Fino aged in new French oak, to make a ripe rounded oaky wine, with youthful berry fruit. It was very polished and elegantIdeal to enjoy with grilled red meat, Beijing duck, or spicy Sichuan food.",,,¥	850.00,¥	595.00,¥	714.00,"¥	1,480.00",149%,60%,Torres,
ON,by_btl,Sparkling,France,Champagne,,,1008,NV,,G.H.Mumm de Cramant Blanc de Blancs,玛姆克拉芒白中白尊选香槟,750,,"Chardonnay/50%
Pinot Noir/45%
Pinot Meunier/5%",,,,,,此酒呈清澈的浅金色。白色花香轻盈：山楂、椴花、白色苜蓿，然后过渡到果香和异国香料：胡椒、鲜姜、茴香、菠萝。酒体精致清新，入口轻盈而有丝滑口感；其香气与嗅觉一致，一重细致的果香更觉立体：白色水果和黄色水果的香气在口中交替呈现；架构均衡，矿物香气贯穿始终。余味悠长。,,,¥	748.00,¥	598.00,¥	717.60,"¥	1,260.00",111%,53%,PRC,
ON,by_btl,White,South Africa,Western Cape,Coastal Region,,2127,2012,,Kleine Zalze Cellar Selection Chenin Blanc Bush Vine,柯林茨精选白诗南干白,750,,Chenin Blanc/100%,,,,,,"Medium straw color.Strong lime, tropical, ripe pineapple aromas on the nose.A well-balanced wine with an elegant acidity. This medium full style Chenin Blanc will mature for up to two years in the bottle.This wine will compliment most seafood dishes, especially a prawn risotto and a juicy, seared tuna steak. It will also go well with pork chops, smoked gammon, chicken and spicy Indian dishes. Enjoy at 6-8°C.
适宜的麦秆黄色。浓郁的酸橙、热带水果和成熟凤梨的香气。口感均衡，显示出典雅的个性。这款酒体中等至浓厚的白诗南在瓶中成熟时间可达两年。它可以搭配大多数海鲜，尤其是凤尾虾意大利饭和烤金枪鱼排等。如果和猪排、腌猪腿、鸡肉及香辣印度菜肴搭配也很合适，适饮温度为6至8度。",,,¥	99.00,¥	69.00,¥	82.80,¥	250.00,262%,72%,Torres,
ON,by_btl,White,China,Ningxia,,,2128,2010,,Grace Vineyard Symphony Series,怡园协奏曲干白,750,10.80%,Muscat/100%,,83,,16,,"Bright, pale yellow color. Delicate flower aroma with delicate Muscat notes. Full bodied with perfume notes balanced by hint of acidity and sweetness.
明亮的浅黄色。浓郁的花香散发着明显的玫瑰香独有香气。清新优雅，酒体均衡，入口感到轻微的酸度，収结处带有丝丝的甜味。",,,¥	178.00,¥	121.00,¥	145.20,¥	380.00,214%,68%,Torres,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4363,2006,,Two Hands Wines 'Coach House Block' Single Vineyard Shiraz,雙掌酒莊“馬車房”單一園設拉子紅葡萄酒,750,,,,,,,,,,,,¥	600.00,¥	720.00,"¥	1,800.00",200%,67%,SM,
ON,by_btl,Sparkling Rosé,France,Champagne,,,1023,NV,,Laurent-Perrier Rosé,罗兰百悦特酿桃红香槟      ,750,,Pinot Noir/100%,,,,,,"ASPECT
Elegant, with colour changing naturally from a pretty raspberry hint to salmon-pink.
AROMA
Precise and very crisp. Wide range of small red fruits: strawberries, redcurrants, raspberries and black cherries. Its amazing freshness is the dominating note.
TASTE
Intensely fruity flavours, clean, well-defined and slightly sharp, the wine then opens up to provide an impression of plunging into a basket of freshly picked red berries: strawberries, Morello cherries, blackcurrants and raspberries. The wine is supple and rounded on the finish.
外观 - 呈现明亮集中的金黄色；                        
香气 - 香气丰富有感染力，以杏仁、榛子等干果的香味为第一层、紧接着表现出焙烤的香味。经过长时间的品鉴与此款香槟的交流，便能逐步体会到香味中蜂蜜和松树脂的基调。                 
口感 - 充实且大方的口感，一款给人丰富体验的精美香槟",,champagne_laurent_perrier_rose_nv.png,¥	790.00,¥	617.00,¥	740.40,"¥	1,240.00",101%,50%,ASC,
ON,by_btl,Red,Italy,Veneto,Valpolicella,Amarone della Valpolicella,4157,2008,,Tommasi Amarone Della Valpolicella Classico DOC,托马斯酒庄瓦尔普利切拉经典阿马罗内红葡萄酒,750,15.2%,"Corvina Veronese/65%
Rondinella/30%
Corvinone/5%",,,91,,,"Colour: Intense ruby red.
Nose: Warm, ripe on the nose, intense and of great refinement.
Palate: Complex, smooth, full bodied, characteristic with clear shades of dried grapes.
色泽: 深珠宝红；
香气: 柔和成熟水果芳香，极为精致浓郁。
口感: 层次复杂，丝滑饱满，有干葡萄的味道特点。",,2003_tommasi_amarone.png,¥	670.00,¥	630.00,¥	756.00,"¥	1,260.00",100%,50%,EMW,
ON,by_btl,Red,Chile,Central Valley,Colchagua Valley,,4288,2009,,Casa Lapostolle Clos Apalta,阿帕尔塔红葡萄酒,750,,"Carmenere
Cabernet Sauvignon
Petit Verdot",,,,,,"Clos Apalta
Exuberant and complex nose, with red and black fruit such as plums, black cherries combined with currant, berries, dry figs with black cocoa and a violet touch. Well balanced, elegant with round, velvety and polished tannins. Sweet spices like clover and vanilla give an elegant touch towards a rich and long finish.
阿帕尔塔红葡萄酒
活泼而复杂的香味，有红色和黑色浆果的气息，比如李子，黑樱桃，其间透出加仑子，浆果，无花果干，可可，以及紫罗兰的花香的气息，在如同丁香，香草等甘美的香料的芳香中优雅结尾。这是一款口感平衡，气质优雅的葡萄酒，回味悠长，丰富。",,Clos_Apalta_Casa_Lapostolle.png,¥	630.00,¥	630.00,¥	756.00,"¥	1,260.00",100%,50%,MHD,
ON,by_btl,Red,Italy,Tuscana,IGT Rosso,Super Tuscan,4132,2008,,Isole e Olena Cepparello IGT,奥莱娜小岛  赛普莱诺干红葡萄酒,750,14.00%,Sangiovese,4.5,92+,,,,"08年份浓郁丰富。黑樱桃，香烛，草药，烟草，皮革等香气。收尾圆润，丰满，诱人。对于08年份来说，这支酒的表现可以和托斯卡纳中部相匹敌。成熟时间：2016-2028The 2008 Cepparello (Sangiovese) possesses lovely density and richness for the year. Black cherries, incense, herbs tobacco and leather are some of the notes that flow from this textured, highly attractive Cepparello. The finish is round, sensual and inviting. The sheer magic of the finest years is missing, but that is asking too much in 2008, even of Paolo De Marchi. This is as good as it gets in central Tuscany in 2008. Anticipated maturity: 2016-2028. ",,,¥	790.00,¥	632.00,¥	758.40,"¥	1,270.00",101%,50%,TWR,
ON,by_btl,Red,Australia,Victoria,Gippsland,,4233,2010,,Bass Phillip Pinot Noir Estate,贝思菲利普庄园黑比诺,750,,Pinot Noir/100%,5,92,,,,"This wine is dominated by the rich, sweet, vibrant fruits (sour cherry; raspberries; loganberries; etc.) and rose petal/floral aromas which run into lingering, sweet fruits on the palate. The palate is long, supple and chewy, with a platform of firm but subdued tannins. The fruits, natural acidity and fine tannins will give the wine cellaring potential for eight years and beyond. Classical pinot noir structure.
深红色，泛着紫色光晕。香气中带有突出的酸樱桃、覆盆子、桂圆等果味特征，浓郁香甜，非常迷人。持久迷人的玫瑰等花朵的芬芳在口中绽放出甘甜的果味特征。口感绵长、饱满，酒香持久，单宁强劲致密。迷人的果味、自然的酸度和精致的单宁使此酒具有极强的窖藏能力，可陈年8年以上。经典的黑比诺酒体。",,,¥	911.00,¥	638.00,¥	765.60,"¥	1,280.00",101%,50%,Torres,
ON,by_btl,Red,France,Bourgogne,Côte de Nuits,Chambolle-Musigny,4052,2004,,Domaine Méo-Camuzet Chambolle-Musigny,凯慕思庄园香波-木西尼红葡萄酒,750,13.50%,Pinot Noir,,,,,,,,Meo_Camuzet_chambolle_musigny_2004.png,¥	688.00,¥	655.00,¥	786.00,"¥	1,310.00",100%,50%,KER,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4218,2010,,Penfolds Bin 407 Cabernet Sauvignon,奔富酒园BIN407加本力苏维翁红葡萄酒                              ,750,,Cabernet Sauvignon/100%,4,90,,,,"Quite a charmer, dark and handsomely fruited, with a dusty, floral bouquet of violets, blackberries, plums and cedar/chocolate oak over nuances of mocha and dried herbs. Its long, polished palate of sumptuous, vibrant fruit and fine-grained dusty tannin deliver genuine elegance and structure, finishing with pleasing balance and persistent fruit.Ideally suited to beef, veal and strong cheeses.
 拥有十分迷人而浓郁的果香，伴有紫罗兰，黑莓，李子及雪松/巧克力等淡淡酒香，橡木气息在摩卡咖啡及干草药芬芳的衬托下十分美妙。口感绵长，果香馥郁，单宁精妙，酒体优雅，回味均衡宜人。搭配牛排、小牛肉及乳酪十分理想。

",,Penfolds_bin_407_nv.png,¥	659.00,¥	659.00,¥	790.80,"¥	1,320.00",100%,50%,ASC,
