Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,image_id,enoteca_price,Source,trade_price,real_cost,,cellar_price,年份,期初存货,购入数量汇总,销售量汇总by bottle,销售数量汇总by glass,销售数量汇总tasting flights,内部调货数量汇总-兕维,损耗数量汇总,库存数量,实盘数量,存储位置,送货单单价,供应商供货总价,内部调货金额汇总兕维,销售成本,存货,AL+AM,Total real_cost,Total enoteca_price,销售单价  by bottle,销售单价 by glass,销售单价tasting flights,损耗金额汇总表,销售额汇总表,备注,购货价比对,库存比对,,盘存状态,
ON,by_btl,Red,Australia,Tasmania,,,4238,2011,Josef Chromy Pepik Pinot Noir,克罗米  小派 黑比诺红葡萄酒,750,13.00%,Pinot Noir,,,,,,"明亮的鲜红色。甜酸结合的樱桃味配合着巧克力般的橡木桶气息。柔软、平衡，黑色李子和圆润的单宁带来神秘的辛辣口感。This enticingly elegant and light-bodied pinot noir fits the bill. It’s spicy, crunchy and loaded with red cherry and raspberry fruit, rose petal aromas and notes of pink pepper. Fine tannins, crunchy Tassie acidity and a long finish complete an enticing and laughably affordable package.",,¥420.00,TWR,¥208.00,¥146.00,,¥182.50,2011,0,2,0,0,0,0,0,2,,R6,146,292,0,0,292,292,¥292,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,Australia,Western Australia,Margaret River,,4239,2004,Cape Mentelle Cabernet Sauvignon,曼达岬赤霞珠红葡萄酒,750, ,Cabernet Sauvignon,,,,,,"Cape Mentelle Cabernet Sauvignon
Rich blackcurrant and mulberry fruit with hints of sweet paprika, lavender, dark chocolate and subtle vanillin oak. The wine is full-bodied with rich, bold fruit flavours including black cherry and currants, dried tobacco and a slightly mocha oak influence. 
曼达岬赤霞珠红葡萄酒
浓郁的黑加仑和桑葚的果香中透出甘美的红辣椒，熏衣草，黑巧克力以及幽幽的橡木赋予的香草的芳香。酒体饱满，口感丰富馥郁，有黑樱桃，加仑子，干烟草，以及微微的慕哈咖啡的的味道",Cape_Mentelle_Cabernet_Sauvignon.png,¥940.00,MHD,¥440.00,¥375.00,,¥468.75,,0,6,2,0,0,1,0,3,,a2-5,375,2250,375,750,1500,2250,"¥2,250","¥1,880",3760,0,0,0,1880,,T,F,T,Y,
ON,by_btl,Red,Australia,Western Australia,Margaret River,,4240,2009,Leeuwin Estate Siblings Shiraz,露纹酒园兄妹情设拉子干红葡萄酒                              ,750,,Shiraz/100% ,,89,,,,"The color is a brilliant deep ruby red. The wine is strongly fruit driven by lifted ripe mulberry, blackberry, and blood red plums with balanced dusty vanillin pod also showing is hints of white pepper and spice. The palate is of full to medium weight with a great intensity of sweet black cherry, blackberry, and plums; this intensity carries through to a long and focused finish with fine grain tannins framing the generous soft fruit.
Ideally suited to pasta and lamb.
 酒体呈红宝石般色泽。飘逸着熟透桑葚、黑莓和红李子的芳香，并伴随着香草及白胡椒、香料的芬芳。口感融合了黑樱桃、黑莓与李子的醇香，十分显著。酒体适中，单宁结构精致，典雅的莓果口味，让人回味隽永。搭配意面或羔羊肉十分美味。",Leeuwin_estate_siblings_margaret_river_shiraz_2009.png,¥390.00,ASC,¥183.00,¥143.00,,¥178.75,2009,0,3,1,0,0,0,0,2,,F1,143,429,0,143,286,429,¥429,¥390,780,0,0,0,390,,T,F,T,Y,
ON,by_btl,Red,Australia,Western Australia,Margaret River,,4241,2008,Leeuwin Estate Art Series Cabernet Sauvignon,澳大利亚露纹酒园加本力苏维翁干红葡萄酒                              ,750,,Cabernet Sauvignon/100%,,,92,,,"The color is intense ruby red with garnet tints. The bouquet has lifted and intense blackberry, blackcurrant and mulberry fruits, with the enhancement of cedary French oak for complexity, intermingled with spice and dark chocolate. The palate shows a full bodied wine with intense blackberry and blackcurrant fruit with hints of mocha and chocolate that round off the complex flavors. This wine has great fruit length with smooth and silky tannins that provide a soft but lingering finish.
深暗红色酒体。散发着黑莓，黑醋栗及桑葚的浓郁芳香，加之雪松和法国橡木气息的点缀，使其更富有复杂性，并巧妙的融入了香料与黑巧克力的气息。在淡薄的摩卡和巧克力口味的衬托下，黑莓和黑醋栗的口感更为显著而浓厚，使酒体丰腴且复杂。果味丰富，丹宁圆润、柔滑，口感虽温柔但回味持久悠长。


",Leeuwin_estate_art_series_cabernet_suavignon_bs_2007.png,¥940.00,ASC,¥480.00,¥374.00,,¥467.50,2008,0,1,0,0,0,0,0,1,,R2,374,374,0,0,374,374,¥374,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,New Zealand,North Island,Hawkes Bay,,4242,2012,Tahuna Pinot Noir    ,天朗黑比诺红葡萄酒,750,13.00%,Pinot Noir/100%,,,,,,"此色泽较深的早期酒混合了黑樱桃和黑浆果的香气，甜美的黑浆果配合柔和的单宁。
The Tahuna Noir has concentrated black cherry and dark berry aromas which follow through to the palate where dark berry fruit and cherry flavours are supported by soft tannins. This is a ripe and deeply coloured food wine, designed for early drinking.",Tahuna_pinot_noir_hawkes_bay.png,¥390.00,LKS,¥160.00,¥136.00,,¥170.00,2012,0,3,1,0,0,0,0,2,,F1,136,408,0,136,272,408,¥408,¥390,1170,0,0,0,390,,T,F,T,Y,
ON,by_btl,Red,New Zealand,North Island,Martinborough,,4243,2011,Palliser Estate Pinot Noir,帕利斯尔庄园黑皮诺红葡萄酒 ,750,,Pinot Nior,,,,,,"深沉的宝石红色酒体，掩映出淡雅的紫色边缘。散发着樱桃、成熟李子及香草辛香。口感适中偏厚重，成熟李子与浆果口味持久，绵长。                       Dark ruby color with a slight purple rim. On the nose cherry and ripe plums, spiced with vanilla. Medium to full bodied with ripe plums and berry flavors and a long, persistent aftertaste.

",Palliser_Estate_Martinborough_Pinot_Noir.png,¥620.00,Watsons,¥328.00,¥246.00,,¥307.50,2009,0,3,1,0,0,0,0,2,,R3,246,738,0,246,492,738,¥738,¥620,620,0,0,0,620,,T,F,T,Y,
ON,by_btl,Red,New Zealand,South Island,Marlborough,,4244,2010,Clos Henri Petit Clos Henri Pinot Noir,亨利葡萄园小亨利黑皮诺,750,,,,,,,,,,¥320.00,ASC,,¥105.00,,¥131.25,2011,0,28,7,73,7,0,0,5.93333333333333,,,105,2940,0,2065,882,2947,"¥2,940","¥2,240",1280,240,39.6,0,6659.6,,T,F,F,Y,
ON,by_btl,Red,New Zealand,South Island,Marlborough,,4245,2011,Kim Crawford Marlborough Pinot Noir,马博罗黑皮诺红葡萄酒                              ,750,, Pinot Noir/100%,,,,,,"Medium depth of color with purple and crimson notes. An aromatic wine with black cherries and red currants on the nose, complexed with integrated oak and a smoky bacon character. A nice combination of dark cherries and red fruit abound. This is underscored with a hint of oak and firm tannins. Persists well.
Ideal with smoked salmon or pork chops. Suited to most rest meats and not bad as a wine to enjoy all on its own. 
柔和的紫红色酒体。散发着黑樱桃和红醋栗的芳香,并与橡木和熏肉的气息交织融合。醇厚的黑樱桃和红色果实的口味完美结合。酒体以强调橡木的气息和稳固的单宁为特性，回味颇为隽永。
与熏制的三文鱼或猪排搭配十分理想。同时也适合其他多种肉类菜肴，或独自享用。

",Kim_Crawford_Marlborough_Pinot_Noir_nv.png,¥390.00,ASC,¥176.00,¥138.00,,¥172.50,2012,0,2,0,0,0,0,0,2,,F1,138,276,0,0,276,276,¥276,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,New Zealand,South Island,Marlborough,,4246,2010,Henri Bourgeois Clos Henri Pinot Noir,亨利葡萄园马尔波罗黑皮诺红葡萄酒                              ,750,, Pinot Noir/100%,,,91,,,"Expressing generous delicate plum and cherry aromas, with a hint of cinnamon and clove on the nose. Pleasant flinty notes, it’s roundness in the mouth provoques delicious sensations.
 此酒散发出浓郁而精致的洋李与樱桃的芳香，伴有些许肉桂与丁香的芬芳。口感强劲而饱满，带来悦人的美味享受。

",clos_henri_marlborough_pinot_noir_nv.png,¥760.00,ASC,¥388.00,¥303.00,,¥378.75,2010,0,2,1,0,0,0,0,1,,R4,303,606,0,303,303,606,¥606,¥760,3040,0,0,0,760,,T,F,F,Y,
ON,by_btl,Red,New Zealand,South Island,Nelson,,4247,2010,Neudorf Moutere Pinot Noir,鲁道夫蒙特雷黑皮诺干红葡萄酒,750,14%,Pinot Noir,3.5,91+,,,,"A flattering combination of power and elegance with impressive complexity. Appealing sweet fruit perfectly matched by fruity acidity. A mouth-watering combination of chalky mineral flavours, apple, citrus/lemon and subtle roasted nut and bran biscuit characters that will inevitably become more assertive with bottle age.           94/100 Bob Campbell MW

这支霞多丽葡萄酒是力量与优雅的极致结合，带有惊人的复杂度。甜美的果味与酸度完美搭配，相得益彰。以矿物，苹果，柑橘和柠檬的香气最为明显，略微还有些许烤坚果与饼干的味道，令人颊齿生津。瓶中醇化数年后，风味将更为浓郁复杂，是一支值得收藏的佳酿。
葡萄酒大师（MW）鲍勃坎贝尔（Bob Campbell）评分：94分
",2010neudorf_PN,¥920.00,RR,¥525.00,¥365.00,,¥456.25,2010,0,2,0,0,0,0,0,2,,R7,365,730,0,0,730,730,¥730,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,Red,New Zealand,South Island,Central Otago,,4248,2011,Mount Difficulty Roaring Meg Pinot Noir,狄菲特山麓  萝瑞麦格黑比诺干红葡萄酒,750,14.00%,Pinot Noir,,,,,,"散发着迷人的深色果香，橡木的陈年增添了其复杂度。甜美而丰富，单宁优雅，回味悠长。 This wine exhibits a lovely mix of red and black berry fruits with further complexity gained from oak spice. The wine has a sweet berry entry which displays these same characters in abundance. Tannins rise gracefully out of the mid-palate to finish the wine. These are balanced by the wine’s acidity and fruit, to produce a long fruit driven finish.",,¥530.00,TWR,¥265.00,¥186.00,,¥232.50,2011,0,12,4,0,0,0,0,8,,R7,186,2232,0,744,1488,2232,"¥2,232","¥2,120",2120,0,0,0,2120,,T,F,F,Y,
ON,by_btl,Red,New Zealand,South Island,Central Otago,,4249,2009,Felton Road Pinot Noir Bannockburn,飞腾黑皮诺红葡萄酒,750,,Pinot Noir,,,92,17.5,,"Deep garnet with purple tints;
Red fruit, violets, spice and bramble
creamy;
weighty mid-palate, very flowing, juicy sweetness finish with hints of espresso and chocolate. 
深石榴红色；
红色莓果香混合丝丝香料辛香；
中度酒体搭配甜美质地，顺滑多汁，余味中巧克力和咖啡风味缭绕",Felton_Road_Pinot_Noir_2006.png,"¥1,260.00",SMG,¥590.00,¥502.00,,¥627.50,1,0,3,2,0,0,0,0,1,,R7,502,1506,0,1004,502,1506,"¥1,506","¥2,520",5040,0,0,0,2520,2008年1瓶,T,F,T,Y,
ON,by_btl,Red,US,California,,,4250,2010,Beringer Vineyards Founders Estate Merlot,贝灵哲创始者庄园梅洛干红葡萄酒                              ,750,,Merlot/100% ,,,,,,"A deep ruby color. Black cherry fruit is complemented by spicy qualities, notes of white pepper and even a whiff of cinnamon. Backed up by a cedar and a light caramel component that comes from the wine's time in oak.
Food Suggestion: Pair with smoked chicken, grilled vegetables, or pasta.
 此酒有着深沉的红宝石色泽。黑樱桃的芬芳在香料、白胡椒及一丝肉桂的淡雅气息衬托下更加丰富而有层次。来自橡木桶陈酿后的雪松及淡淡的焦糖气息令其酒质颇为精致。
 搭配熏鸡、扒时蔬或意面美味可口。
",Beringer_Merlot_hero_nv.png,¥380.00,ASC,¥158.00,¥123.00,,¥153.75,2010,0,2,2,0,0,0,0,0,,丙3,123,246,0,246,0,246,¥246,¥760,1520,0,0,0,760,,T,T,T,Y,
ON,by_btl,Red,US,California,,,4251,2009,Canyon Road Cabernet Sauvignon,凯岚加本内苏维翁红葡萄酒,750,13.00%,Cabernet Sauvignon,,,,,,"此款酒酒体适中，多汁水果风味，略带些许辛辣，香草以及橡木味。
The Cabernet Sauvignon is medium‐bodied and possesses rich dark fruit characters supported by spice, hints ofvanilla and oak.",Canyon_Road_cabernet_sauvignon.png,¥260.00,Tohzen,¥69.00,¥42.00,,¥52.50,,0,6,0,0,0,0,0,6,,B2,42,252,0,0,252,252,¥252,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,Red,US,California,,,4252,2009,Canyon Road Pinot Noir,凯岚黑皮诺红葡萄酒,750,13.00%,Pinot Noir,,,,,,"此款酒口感丰富，前味带有樱桃的风味，单宁柔和，酒体适中，余味带给你如天鹅绒般的丝滑。
Rich, fruit forward cherry flavors, soft tannins, medium body and a smooth velvety finish.",Canyon_road_california_pinot_noir.png,¥260.00,Tohzen,¥69.00,¥42.00,,¥52.50,,0,6,1,0,0,0,0,5,,I2K1,42,252,0,42,210,252,¥252,¥260,1040,0,0,0,260,,T,F,T,Y,
ON,by_btl,Red,US,California,,,4253,2008,Dancing Bull Zinfandel,悦牛金粉黛红葡萄酒,750,13.95%,"Zinfandel/80.7%
Syrah/5.3%
Petit Syrah/4.5%
Tempranillo Zinfandel/3.5%",,,,,,"这款葡萄酒极易入口，带有丰富的成熟黑莓和黑樱桃等黑色水果香味及树莓和草莓等鲜红水果的味道。黑椒和香草辛香调带来更多层次的口感，令果味更加突出。具鲜活的水果香味、软滑口感和浓烈酒质，可佐以从烤肉到香浓的意大利面食酱等任何口味浓郁的菜肴。
The wine is immediately approachable with lots of ripe dark fruit flavors of blackberry and black cherry complemented by bright red fruit flavors of raspberryand strawberry. Spicy notes of black pepper and vanilla add layers which allow the fruits to be the star. With its bright, vibrant fruit flavors, soft mouth feel andzesty personality, this wine can go with just about any dish from barbequed meats to rich pasta sauces.",dancing_bull_california_zinfandel.png,¥278.00,Tohzen,¥112.00,¥76.00,,¥95.00,,0,6,0,0,0,0,0,6,,g1-l1,76,456,0,0,456,456,¥456,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,,,4254,2010,Coppola Director's Cut Zinfandel,名导之手仙粉黛 ,750,,"Zinfandel/ 82%
Petite Sirah/ 14%
Syrah/ 4%",,,85,,,"这款优雅的仙粉黛葡萄酒经法国橡木桶中陈酿，增添了烘烤香料及香草气息，以及令人陶醉的葡萄干、朗姆酒、黑加仑和红樱桃的香气。                                    The wine is aged in French oak, which adds the essence of toasted spice and French vanilla to heady aromas of rum raisin, black currant, and red cherry.
",,¥570.00,Torres,¥326.00,¥225.00,,¥281.25,,0,2,1,0,0,0,0,1,,丙3,225,450,0,225,225,450,¥450,¥570,570,0,0,0,570,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4255,2010,"The Hess Collection Cabernet Sauvignon, Napa Valley, USA",赫斯精选加乐福尼亚加本力苏维翁红葡萄酒                              ,750,,Cabernet Sauvignon/ 100%,,,,,,"The wine displays dark colour. Black cherry, chocolate and caramel aromas come first with subtle spice and barrel toast as secondary themes inviting your first sip. The palate reinforces cherry and currant and carries ample weight on the mid palate. The tannins are present but ripe and round and lead to a persistent finish. 
黑红颜色，黑樱桃，巧克力和黑醋栗香味带有些许辛辣和橡木桶烘培香。樱桃，黑醋栗带来的中度口感，成熟，圆润的丹宁带来的持久余味。",Hess_cabernet_sauvignon_2006.png,¥390.00,ASC,¥188.00,¥147.00,,¥183.75,2010,0,2,0,0,0,0,0,2,,H2,147,294,0,0,294,294,¥294,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4256,,Newton Red Label Claret,纽顿纳帕山谷克莱红葡萄酒,750, ,"Merlot
Cabernet Sauvignon
Petit Verdot ",,,,,,"Newton Red Label Claret 
A sophisticated blend in the Bordeaux tradition, a dark garnet color with vibrant, lifted aromas of black cherry and currants supported by spicy and smoky hints of nutmeg. The palate reveals blueberry, black plum and black cherries with a white pepper spice.
纽顿纳帕山谷克莱红葡萄酒
这是一款经典的具有波尔多传统的混酿类型葡萄酒。纽顿纳帕山谷克莱红葡萄酒呈现深沉的红褐色；香料，肉豆蔻的气息衬托出明显的黑樱桃和加仑子的味道。入口给人以明显的蓝莓，黑李子，黑樱桃和丝丝白胡椒的味道。",Newton_Red_Label_Napa_Claret.png,¥380.00,MHD,¥155.00,¥140.00,,¥175.00,2009,0,3,0,0,0,0,0,3,,m2-4,140,340,0,0,340,340,¥100,¥0,0,0,0,0,0,SM2瓶200,F,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4257,2009,Joseph Phelps Vineyards Innisfree Cabernet Sauvignon,安妮斯菲加本力苏维翁红葡萄酒                              ,750,,Cabernet Sauvignon /100%,,,,,,"
The wine contains bright, cherry-like flavors and is made from premium estate and independently grown fruit to be enjoyed over the near term.  Distinctive Napa Valley chalkiness and a depth of character that results in a long lingering finish. 
此酒含有明快而类似樱桃的芬芳气息，由上好葡萄园中独立生长的优质葡萄酿制而成，适于短期内饮用。别具特色的纳帕谷白垩土味道与深邃的特质令此酒回味绵长悠远。
",Joseph_Phelps_innisfree_napa_cabernet_sauvignon-2005.png,¥650.00,ASC,¥330.00,¥257.00,,¥321.25,2009,0,3,2,0,0,0,0,1,,丙3,257,771,0,514,257,771,¥771,"¥1,300",2600,0,0,0,1300,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4258,2010,Robert Mondavi Napa Valley Cabernet Sauvignon,罗伯特-蒙达维纳帕谷赤霞珠红葡萄酒,750,,,,,,,,,,¥680.00,JBS,,¥260.00,,¥325.00,2010,0,2,0,0,0,0,0,2,,"f4,5",260,520,0,0,520,520,¥520,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4259,2010,Newton Unfiltered Merlot,纽顿未过滤梅洛红葡萄酒,750, ,"Merlot
Cabernet Sauvignon
Cabernet Franc
Malbec",,,,,,"Newton Unfiltered Merlot
Deep ruby in color, the aromas of dried lavender, green olive and savory characters expose a hint of red fruit. Intense flavors of fresh red currants, black plums and cedar are supported by fine-grained tannins, suggesting this wine will age gracefully.
纽顿未过滤梅洛红葡萄酒
浓郁的红宝石色；有干熏衣草，青橄榄，以及可口的红色浆果的味道。在口感细腻的单宁的衬托下，浓郁的新鲜红加仑，黑李子，雪杉的味道十分明显；其美妙的单宁预示着这是一款经过陈年后方显优雅的葡萄酒",Newton_Unfiltered_Merlot.png,¥850.00,MHD,¥375.00,¥271.00,,¥338.75,2008,0,4,1,0,0,0,0,3,,"a11,g10,11",271,1084,0,271,813,1084,"¥1,084",¥850,3400,0,0,0,850,SM,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4260,2010,Shafer Merlot,思福酒园纳柏谷梅洛干红葡萄酒                              ,750,," Merlot/75%
Cabernet Sauvignon/13% 
Cabernet Franc/ 10% 
",,,92,,,"Rich purple color. Lush, focused flavor and aromas of bright cherries, strawberry, red and black plums, cranberry and violets. An elegant with strength firm tannins.
Poultry, pork and meat dishes. Carmelized onions, roasted garlic and mushrooms are also pleasant companions.
 深紫色酒体，散发出丰腴而浓郁的樱桃、草莓、红/黑洋李、酸果蔓与紫罗兰的芬芳。是一款单宁强劲持久的雅致佳酿。
可搭配禽类、猪肉等荤菜。同时也是洋葱、烤蒜和蘑菇的理想搭配。

",shafer_napa_merlot_nv.png,"¥1,090.00",ASC,¥558.00,¥435.00,,¥543.75,2010,0,2,0,0,0,0,0,2,,"l6,7",435,870,0,0,870,870,¥870,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4261,2010,Stag’s Leap Artemis Cabernet Sauvignon,狩猎神加本力苏维翁红葡萄酒                              ,750,,Cabernet Sauvignon/ 100%,,,,,,"Sensuous aromas of rich, dark chocolate, black cherries, and espresso immediately rise from the glass. As the wine opens, look for more subtle notes of violets, nutmeg, and truffles. The aromas carry over to the palate with additional flavors of cassis, orange peel, and clove. This medium to full-bodied wine has fine grained and smooth pebbly tannins.
Try this wine with any fine cut of steak and you will be delighted. 此酒带有浓郁诱人的黑巧克力，黑莓以及意式咖啡的香气。开瓶饮用后会散发出更多的紫色水果香气，如肉豆蔻，松露的香气。黑加仑，橘子酱以及丁香的风味萦绕口中。酒体中等至饱满，单宁细腻柔滑。适合搭配各式牛排，猪排，相信您一定会喜欢。",stags_leap_wine_cellars_artemis_nv.png,"¥1,150.00",ASC,¥589.00,¥459.00,,¥573.75,2010,0,2,2,0,0,0,0,0,,,459,918,0,918,0,918,¥918,"¥2,300",4600,0,0,0,2300,,T,T,T,Y,
OFF,by_btl,Red,US,California,Napa Valley,Stags Leap,4262,2008,"Chimney Rock Cabernet Sauvignon, Stags Leap District, Napa Valley",烟囱石赤霞珠,750,14.20%,"Cabernet Sauvignon
Merlot
Petit Verdot",4,91,,,,"Color: Deep purple hue
Nose: This wine has a brightness in its fruit character which is seductive. Lush aromas of cherry cola, cassis and a hint of cinnamon permeate the aromatics.
Palate: This wine is elegant and round as one should expect from Stags Leap District fruit. It also has a brightness in acidity which gives the finish of this wine both liveliness and length.
色泽：深紫色
香气：这款酒有着馥郁诱人的水果芳香，樱桃可乐和醋栗的浓郁芳香中弥漫着一丝肉桂香气。
口感：这款酒有着鹿跃产区独特的优雅和柔顺，美妙的口感之后有着相当丰富而绵长的回味。",chimney_rock.png,"¥1,600.00",EMW,¥850.00,¥800.00,,"¥1,000.00",,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,T,,
ON,by_btl,Red,US,California,Napa Valley,,4263,2009,Joseph Phelps Cabernet Sauvignon,约瑟夫菲尔普斯酒园纳柏谷加本力苏维翁红葡萄酒                              ,750,,"Cabernet Sauvignon/90%
Merlot/6%
Petite Verdot/4% ",,,,,,"The dark ruby-colored  Napa Valley Cabernet Sauvignon resembles a classic Bordeaux both in aromatics and flavor. A rich bouquet of cinnamon, spice, licorice, graphite and caramel are followed by integrated layers of cherry, currant, fresh cream and balanced, sweet tannin, all of which contribute to a youthful, bright, multi-layered wine.
这款深红宝石色泽的纳柏谷加本力，无论酒香还是风味，都与经典的波尔多佳酿十分相似。散发浓郁的肉蔻，香料，甘草和石墨及焦糖的芬芳气息，伴有樱桃，黑醋栗与新鲜奶油等层层绽放的美好风味，单宁甜美均衡，可谓一款年轻奔放，清新明快，层次分明的上好葡萄酒。",joseph_phelps_napa_cabernet_sauvignon_2005.png,"¥1,170.00",ASC,¥599.00,¥467.00,,¥583.75,2010,0,1,0,0,0,0,0,1,,R2,467,467,0,0,467,467,¥467,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4264,2008,Cakebread Cellars Napa Valley Merlot,卡布瑞酒窖纳柏谷梅洛红葡萄酒                              ,750,,Merlot /100%,,,,,,"Bright, sweet black cherry and plum compote aromas, complemented by tea-leaf spice and oak vanillin scents, introduce our lovely 2008 Napa Valley Merlot, which follows through on the smooth, round palate with succulent, mouthfilling, ripe cherry and plum flavors.  Displaying a deep, expansive mid-palate, fine underlying structure and a lingering, zesty finish enlivened by black tea spice tones, this mellifluous Merlot is delicious for current drinking, but will develop further complexity with another 2-3 years of bottle age.
 我们的梅洛富含鲜美黑樱桃、黑梅与黑莓风味，略带粗犷、辛辣、可可与甜橡木的特色。口感完整醇润，其鲜明酸味与圆润柔和的丹宁酸调和出香醇浓郁的黑樱桃与梅李口味，尾韵持久优雅，散发出矿物与红茶的香气。这款经典的纳柏谷梅洛初酿成即十分美味，以瓶装保存2-3年后更能呈现如花朵绽放般的惊人口感。",cakebread_cellars_napa_merlot_2008.png,"¥1,260.00",ASC,¥669.00,¥522.00,,¥652.50,2008,0,1,0,0,0,0,0,1,,R2,522,522,0,0,522,522,¥522,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4265,2009,Yao Ming Napa Valley Cabernet Sauvignon,姚明那帕谷赤霞珠,750,,"Cabernet Sauvignon /82%
Merlot/ 8%
Cabernet Franc/7%
Petit Verdot /3%",,,,,,呈深红色。优雅而浓郁的香气展现出红色水果、樱桃、黑莓和醋栗的迷人特质，并带有一些香料、矿物岩和紫罗兰的味道，尾调中有些许香草的芬芳。入口酒体浓郁，风格严肃，单宁柔和，酸度平衡。陈年后更显优雅，极具潜力。.精选自南部Sugar Loaf山脉的葡萄园和北部St. Helena的Wollack 葡萄园。所选用的葡萄为赤霞珠337号、4号和6号。土壤为扇状冲击岩和火山石，海拔从70-548.6米不等。采摘的葡萄果实经由人工挑选以及去梗后，未经压榨置入小型不锈钢桶发酵，低温浸皮5至7天，在29-32摄氏度发酵。受到漫长而干旱的生长期和10月初的风暴的影响，果实状况不一，需要根据不同情况来进行一天一至二次的桶内循环。总体的浸皮时间从19-34天不等，发酵先在传统篮筐里小心压榨，并在橡木桶中保留全部酵母进行乳酸发酵。每年进行两次换桶，而只进行一次调配，确保酒体与橡木桶完美融合。每一个橡木桶中的酒经过单独品尝鉴定后选入最终的葡萄酒调配。采用人工培育的波尔多酵母分离，不经过滤直接装瓶。,,"¥2,480.00",PRC,,"¥1,215.00",,"¥1,518.75",,0,1,0,0,0,0,0,1,,n6,1215,1215,0,0,1215,1215,"¥1,215",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4266,2009,Yao Ming Family Reserve Napa Valley Cabernet Sauvignon,姚明那帕谷珍藏赤霞珠,750,,"Cabernet Sauvignon/ 80%
Merlot/ 9%
Cabernet Franc /7%
Petit Verdot /3%",,,,,,呈深石榴石红色。优雅而浓郁的香气展现出深色水果如李子、樱桃和摩卡的香气，并带有一些黑巧克力、石墨和薰衣草的味道，尾调中有些许香草的芬芳以及烘烤气息。入口酒体中的单宁优雅且柔和，余味悠长。陈年后更显优雅，极具潜力。.精选自阿特拉斯山的山坡到卢瑟福的的葡萄园。所选用的葡萄为赤霞珠4号、6号和337号。土壤为扇状冲击岩和火山石，海拔从70-550米（200-1800英尺）不等。摘的葡萄果实经由人工挑选以及去梗后，未经压榨置入小型不锈钢桶发酵，低温浸皮5至7天，在29-32摄氏度发酵，需要根据不同情况来进行一天一至二次的桶内循环。总体的浸皮时间从21-40天不等，酒精发酵后采用筐式压榨法小心压榨，并在橡木桶中保留全部酒脚进行乳酸发酵。每年进行两次换桶，而只进行一次调配，确保酒体与橡木桶完美融合。每一个橡木桶中的酒经过单独品尝鉴定后选入最终的葡萄酒调配。美国本土酵母与少量的波尔多选择分离菌种参与了酒精发酵与苹果酸发酵的过程。不经过滤直接装瓶。,,"¥8,380.00",PRC,,"¥4,188.00",,"¥5,235.00",,0,1,0,0,0,0,0,1,,o6,4188,4188,0,0,4188,4188,"¥4,188",¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,Red,US,California,Napa Valley,,4267,2009,Opus One Napa Valley,作品一号（傲翁）             ,750,,"Cabernet Sauvignon/ 86%
Merlot/ 7%
Petit Verdot /4%
Cabernet Franc /2%
Malbec/1%
",4,,90,,,"This wine presents aromas of violets, cedar, black tea leaves, black peper and brioche.A soft ,creamy entry gives way to a concentrated mid-palate that expands in the mouth and lingers on the finish.Elements of cassis, toffee and cocoa round out the rich flavors of the wine.Intense fruit, bright acid and sturdy tannins promise resilience and longevity. 
此款干红散发出紫罗兰，雪松，红茶茶叶，黑胡椒及奶油甜点的芳香。入口后柔和如乳脂般的香气被浓郁的果香所替代，黑醋栗，太妃糖和可可的香气勾勒出此酒丰富醇美的风味，余味悠绵不绝。浓郁的果香，明快的果酸及强劲的单宁，确保了该酒酒质的稳定和陈年潜力。
",Opus_one.png,"¥4,800.00",ASC,"¥2,800.00","¥2,500.00",,"¥3,125.00",,0,1,0,0,0,0,0,1,,,,1600,0,0,1600,1600,"¥2,500",¥0,0,0,0,0,0,,F,F,F,,
